participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.my_id,player.interaction_number,player.round_in_interaction,player.treatment,player.action,player.other_action,player.partner_id,player.potential_payoff,player.other_payoff,player.cum_payoff,player.random_number,player.payoff,group.id_in_subsession,group.action1,group.action2,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,wd0w3zdl,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.335889+00:00,1,,,3480,1,1,4,4,ASYM,U,M,4,45,80,135,6,45,1,U,M,22,vlj2jext,,,,,,0
2,dip77cl2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.449765+00:00,1,,,2963,2,2,4,4,ASYM,L,M,7,30,95,90,6,30,4,M,L,22,vlj2jext,,,,,,0
3,ptysbdci,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.554200+00:00,1,,,3065,1,3,4,4,ASYM,D,M,10,65,15,125,6,65,2,D,M,22,vlj2jext,,,,,,0
4,nkgl49v2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.658469+00:00,1,,,2710,2,4,4,4,ASYM,M,U,1,80,45,255,6,80,1,U,M,22,vlj2jext,,,,,,0
5,nwm3d3v7,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.765064+00:00,1,,,2895,1,5,4,4,ASYM,D,L,8,100,0,350,6,100,3,D,L,22,vlj2jext,,,,,,0
6,bvp4wueg,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.875131+00:00,1,,,2243,2,6,4,4,ASYM,R,M,9,65,15,160,6,65,5,M,R,22,vlj2jext,,,,,,0
7,a3k8xs48,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.986217+00:00,1,,,3405,1,7,4,4,ASYM,M,L,2,95,30,385,6,95,4,M,L,22,vlj2jext,,,,,,0
8,fzky02oy,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.091553+00:00,1,,,2418,2,8,4,4,ASYM,L,D,5,0,100,105,6,0,3,D,L,22,vlj2jext,,,,,,0
9,kpllf1qp,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.246196+00:00,1,,,2880,1,9,4,4,ASYM,M,R,6,15,65,160,6,15,5,M,R,22,vlj2jext,,,,,,0
10,wznip3mh,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.356651+00:00,1,,,2460,2,10,4,4,ASYM,M,D,3,15,65,175,6,15,2,D,M,22,vlj2jext,,,,,,0
11,9yb5hw6j,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.465826+00:00,1,,,2895,1,11,4,4,ASYM,U,M,14,45,80,110,6,45,6,U,M,22,vlj2jext,,,,,,0
12,sqxv7m8z,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.583454+00:00,1,,,2874,2,12,4,4,ASYM,L,U,13,60,90,200,6,60,7,U,L,22,vlj2jext,,,,,,0
13,0cg6wyyo,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.690149+00:00,1,,,2940,1,13,4,4,ASYM,U,L,12,90,60,325,6,90,7,U,L,22,vlj2jext,,,,,,0
14,e5ou5lf7,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.795538+00:00,1,,,2402,2,14,4,4,ASYM,M,U,11,80,45,295,6,80,6,U,M,22,vlj2jext,,,,,,0
15,sfdf8wiy,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.903589+00:00,1,,,2905,1,15,4,4,ASYM,D,R,16,30,30,155,6,30,8,D,R,22,vlj2jext,,,,,,0
16,aq7wbfkh,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.009148+00:00,1,,,3480,2,16,4,4,ASYM,R,D,15,30,30,191,6,30,8,D,R,22,vlj2jext,,,,,,0
17,9769ts6q,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:49.122042+00:00,1,,,2700,1,17,4,4,ASYM,U,R,18,0,100,140,6,0,9,U,R,22,vlj2jext,,,,,,0
18,kgzyw40x,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.228480+00:00,1,,,2611,2,18,4,4,ASYM,R,U,17,100,0,225,6,100,9,U,R,22,vlj2jext,,,,,,0
19,15ng2e1g,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:49.339683+00:00,1,,,2585,1,19,4,4,ASYM,M,M,20,55,48,230,6,55,10,M,M,22,vlj2jext,,,,,,0
20,swgwmg1d,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.507912+00:00,1,,,2538,2,20,4,4,ASYM,M,M,19,48,55,158,6,48,10,M,M,22,vlj2jext,,,,,,0
1,wd0w3zdl,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.335889+00:00,1,,,3480,1,1,4,5,ASYM,M,L,4,95,30,230,11,95,1,M,L,23,vlj2jext,,,,,,0
2,dip77cl2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.449765+00:00,1,,,2963,2,2,4,5,ASYM,L,D,7,0,100,90,11,0,4,D,L,23,vlj2jext,,,,,,0
3,ptysbdci,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.554200+00:00,1,,,3065,1,3,4,5,ASYM,U,L,10,90,60,215,11,90,2,U,L,23,vlj2jext,,,,,,0
4,nkgl49v2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.658469+00:00,1,,,2710,2,4,4,5,ASYM,L,M,1,30,95,285,11,30,1,M,L,23,vlj2jext,,,,,,0
5,nwm3d3v7,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.765064+00:00,1,,,2895,1,5,4,5,ASYM,D,M,8,65,15,415,11,65,3,D,M,23,vlj2jext,,,,,,0
6,bvp4wueg,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.875131+00:00,1,,,2243,2,6,4,5,ASYM,M,M,9,48,55,208,11,48,5,M,M,23,vlj2jext,,,,,,0
7,a3k8xs48,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.986217+00:00,1,,,3405,1,7,4,5,ASYM,D,L,2,100,0,485,11,100,4,D,L,23,vlj2jext,,,,,,0
8,fzky02oy,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.091553+00:00,1,,,2418,2,8,4,5,ASYM,M,D,5,15,65,120,11,15,3,D,M,23,vlj2jext,,,,,,0
9,kpllf1qp,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.246196+00:00,1,,,2880,1,9,4,5,ASYM,M,M,6,55,48,215,11,55,5,M,M,23,vlj2jext,,,,,,0
10,wznip3mh,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.356651+00:00,1,,,2460,2,10,4,5,ASYM,L,U,3,60,90,235,11,60,2,U,L,23,vlj2jext,,,,,,0
11,9yb5hw6j,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.465826+00:00,1,,,2895,1,11,4,5,ASYM,U,R,14,0,100,110,11,0,6,U,R,23,vlj2jext,,,,,,0
12,sqxv7m8z,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.583454+00:00,1,,,2874,2,12,4,5,ASYM,M,U,13,80,45,280,11,80,7,U,M,23,vlj2jext,,,,,,0
13,0cg6wyyo,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.690149+00:00,1,,,2940,1,13,4,5,ASYM,U,M,12,45,80,370,11,45,7,U,M,23,vlj2jext,,,,,,0
14,e5ou5lf7,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.795538+00:00,1,,,2402,2,14,4,5,ASYM,R,U,11,100,0,395,11,100,6,U,R,23,vlj2jext,,,,,,0
15,sfdf8wiy,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.903589+00:00,1,,,2905,1,15,4,5,ASYM,D,M,16,65,15,220,11,65,8,D,M,23,vlj2jext,,,,,,0
16,aq7wbfkh,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.009148+00:00,1,,,3480,2,16,4,5,ASYM,M,D,15,15,65,206,11,15,8,D,M,23,vlj2jext,,,,,,0
17,9769ts6q,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:49.122042+00:00,1,,,2700,1,17,4,5,ASYM,U,M,18,45,80,185,11,45,9,U,M,23,vlj2jext,,,,,,0
18,kgzyw40x,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.228480+00:00,1,,,2611,2,18,4,5,ASYM,M,U,17,80,45,305,11,80,9,U,M,23,vlj2jext,,,,,,0
19,15ng2e1g,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:49.339683+00:00,1,,,2585,1,19,4,5,ASYM,U,R,20,0,100,230,11,0,10,U,R,23,vlj2jext,,,,,,0
20,swgwmg1d,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.507912+00:00,1,,,2538,2,20,4,5,ASYM,R,U,19,100,0,258,11,100,10,U,R,23,vlj2jext,,,,,,0
1,wd0w3zdl,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.335889+00:00,1,,,3480,1,1,4,6,ASYM,D,L,4,100,0,330,2,100,1,D,L,24,vlj2jext,,,,,,0
2,dip77cl2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.449765+00:00,1,,,2963,2,2,4,6,ASYM,M,D,7,15,65,105,2,15,4,D,M,24,vlj2jext,,,,,,0
3,ptysbdci,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.554200+00:00,1,,,3065,1,3,4,6,ASYM,M,M,10,55,48,270,2,55,2,M,M,24,vlj2jext,,,,,,0
4,nkgl49v2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.658469+00:00,1,,,2710,2,4,4,6,ASYM,L,D,1,0,100,285,2,0,1,D,L,24,vlj2jext,,,,,,0
5,nwm3d3v7,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.765064+00:00,1,,,2895,1,5,4,6,ASYM,D,R,8,30,30,445,2,30,3,D,R,24,vlj2jext,,,,,,0
6,bvp4wueg,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.875131+00:00,1,,,2243,2,6,4,6,ASYM,M,M,9,48,55,256,2,48,5,M,M,24,vlj2jext,,,,,,0
7,a3k8xs48,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.986217+00:00,1,,,3405,1,7,4,6,ASYM,D,M,2,65,15,550,2,65,4,D,M,24,vlj2jext,,,,,,0
8,fzky02oy,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.091553+00:00,1,,,2418,2,8,4,6,ASYM,R,D,5,30,30,150,2,30,3,D,R,24,vlj2jext,,,,,,0
9,kpllf1qp,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.246196+00:00,1,,,2880,1,9,4,6,ASYM,M,M,6,55,48,270,2,55,5,M,M,24,vlj2jext,,,,,,0
10,wznip3mh,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.356651+00:00,1,,,2460,2,10,4,6,ASYM,M,M,3,48,55,283,2,48,2,M,M,24,vlj2jext,,,,,,0
11,9yb5hw6j,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.465826+00:00,1,,,2895,1,11,4,6,ASYM,U,M,14,45,80,155,2,45,6,U,M,24,vlj2jext,,,,,,0
12,sqxv7m8z,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.583454+00:00,1,,,2874,2,12,4,6,ASYM,R,M,13,65,15,345,2,65,7,M,R,24,vlj2jext,,,,,,0
13,0cg6wyyo,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.690149+00:00,1,,,2940,1,13,4,6,ASYM,M,R,12,15,65,385,2,15,7,M,R,24,vlj2jext,,,,,,0
14,e5ou5lf7,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.795538+00:00,1,,,2402,2,14,4,6,ASYM,M,U,11,80,45,475,2,80,6,U,M,24,vlj2jext,,,,,,0
15,sfdf8wiy,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.903589+00:00,1,,,2905,1,15,4,6,ASYM,D,L,16,100,0,320,2,100,8,D,L,24,vlj2jext,,,,,,0
16,aq7wbfkh,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.009148+00:00,1,,,3480,2,16,4,6,ASYM,L,D,15,0,100,206,2,0,8,D,L,24,vlj2jext,,,,,,0
17,9769ts6q,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:49.122042+00:00,1,,,2700,1,17,4,6,ASYM,M,R,18,15,65,200,2,15,9,M,R,24,vlj2jext,,,,,,0
18,kgzyw40x,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.228480+00:00,1,,,2611,2,18,4,6,ASYM,R,M,17,65,15,370,2,65,9,M,R,24,vlj2jext,,,,,,0
19,15ng2e1g,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:49.339683+00:00,1,,,2585,1,19,4,6,ASYM,M,R,20,15,65,245,2,15,10,M,R,24,vlj2jext,,,,,,0
20,swgwmg1d,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.507912+00:00,1,,,2538,2,20,4,6,ASYM,R,M,19,65,15,323,2,65,10,M,R,24,vlj2jext,,,,,,0
1,wd0w3zdl,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.335889+00:00,1,,,3480,1,1,4,7,ASYM,M,L,4,95,30,425,4,95,1,M,L,25,vlj2jext,,,,,,0
2,dip77cl2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.449765+00:00,1,,,2963,2,2,4,7,ASYM,R,M,7,65,15,170,4,65,4,M,R,25,vlj2jext,,,,,,0
3,ptysbdci,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.554200+00:00,1,,,3065,1,3,4,7,ASYM,D,L,10,100,0,370,4,100,2,D,L,25,vlj2jext,,,,,,0
4,nkgl49v2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.658469+00:00,1,,,2710,2,4,4,7,ASYM,L,M,1,30,95,315,4,30,1,M,L,25,vlj2jext,,,,,,0
5,nwm3d3v7,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.765064+00:00,1,,,2895,1,5,4,7,ASYM,M,R,8,15,65,460,4,15,3,M,R,25,vlj2jext,,,,,,0
6,bvp4wueg,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.875131+00:00,1,,,2243,2,6,4,7,ASYM,M,U,9,80,45,336,4,80,5,U,M,25,vlj2jext,,,,,,0
7,a3k8xs48,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.986217+00:00,1,,,3405,1,7,4,7,ASYM,M,R,2,15,65,565,4,15,4,M,R,25,vlj2jext,,,,,,0
8,fzky02oy,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.091553+00:00,1,,,2418,2,8,4,7,ASYM,R,M,5,65,15,215,4,65,3,M,R,25,vlj2jext,,,,,,0
9,kpllf1qp,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.246196+00:00,1,,,2880,1,9,4,7,ASYM,U,M,6,45,80,315,4,45,5,U,M,25,vlj2jext,,,,,,0
10,wznip3mh,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.356651+00:00,1,,,2460,2,10,4,7,ASYM,L,D,3,0,100,283,4,0,2,D,L,25,vlj2jext,,,,,,0
11,9yb5hw6j,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.465826+00:00,1,,,2895,1,11,4,7,ASYM,U,R,14,0,100,155,4,0,6,U,R,25,vlj2jext,,,,,,0
12,sqxv7m8z,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.583454+00:00,1,,,2874,2,12,4,7,ASYM,L,U,13,60,90,405,4,60,7,U,L,25,vlj2jext,,,,,,0
13,0cg6wyyo,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.690149+00:00,1,,,2940,1,13,4,7,ASYM,U,L,12,90,60,475,4,90,7,U,L,25,vlj2jext,,,,,,0
14,e5ou5lf7,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.795538+00:00,1,,,2402,2,14,4,7,ASYM,R,U,11,100,0,575,4,100,6,U,R,25,vlj2jext,,,,,,0
15,sfdf8wiy,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.903589+00:00,1,,,2905,1,15,4,7,ASYM,M,R,16,15,65,335,4,15,8,M,R,25,vlj2jext,,,,,,0
16,aq7wbfkh,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.009148+00:00,1,,,3480,2,16,4,7,ASYM,R,M,15,65,15,271,4,65,8,M,R,25,vlj2jext,,,,,,0
17,9769ts6q,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:49.122042+00:00,1,,,2700,1,17,4,7,ASYM,M,M,18,55,48,255,4,55,9,M,M,25,vlj2jext,,,,,,0
18,kgzyw40x,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.228480+00:00,1,,,2611,2,18,4,7,ASYM,M,M,17,48,55,418,4,48,9,M,M,25,vlj2jext,,,,,,0
19,15ng2e1g,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:49.339683+00:00,1,,,2585,1,19,4,7,ASYM,D,M,20,65,15,310,4,65,10,D,M,25,vlj2jext,,,,,,0
20,swgwmg1d,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.507912+00:00,1,,,2538,2,20,4,7,ASYM,M,D,19,15,65,338,4,15,10,D,M,25,vlj2jext,,,,,,0
1,wd0w3zdl,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.335889+00:00,1,,,3480,1,1,4,8,ASYM,M,R,4,15,65,440,16,15,1,M,R,26,vlj2jext,,,,,,0
2,dip77cl2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.449765+00:00,1,,,2963,2,2,4,8,ASYM,R,M,7,65,15,235,16,65,4,M,R,26,vlj2jext,,,,,,0
3,ptysbdci,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.554200+00:00,1,,,3065,1,3,4,8,ASYM,M,L,10,95,30,465,16,95,2,M,L,26,vlj2jext,,,,,,0
4,nkgl49v2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.658469+00:00,1,,,2710,2,4,4,8,ASYM,R,M,1,65,15,380,16,65,1,M,R,26,vlj2jext,,,,,,0
5,nwm3d3v7,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.765064+00:00,1,,,2895,1,5,4,8,ASYM,M,M,8,55,48,515,16,55,3,M,M,26,vlj2jext,,,,,,0
6,bvp4wueg,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.875131+00:00,1,,,2243,2,6,4,8,ASYM,L,U,9,60,90,396,16,60,5,U,L,26,vlj2jext,,,,,,0
7,a3k8xs48,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.986217+00:00,1,,,3405,1,7,4,8,ASYM,M,R,2,15,65,580,16,15,4,M,R,26,vlj2jext,,,,,,0
8,fzky02oy,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.091553+00:00,1,,,2418,2,8,4,8,ASYM,M,M,5,48,55,263,16,48,3,M,M,26,vlj2jext,,,,,,0
9,kpllf1qp,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.246196+00:00,1,,,2880,1,9,4,8,ASYM,U,L,6,90,60,405,16,90,5,U,L,26,vlj2jext,,,,,,0
10,wznip3mh,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.356651+00:00,1,,,2460,2,10,4,8,ASYM,L,M,3,30,95,313,16,30,2,M,L,26,vlj2jext,,,,,,0
11,9yb5hw6j,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.465826+00:00,1,,,2895,1,11,4,8,ASYM,U,L,14,90,60,245,16,90,6,U,L,26,vlj2jext,,,,,,0
12,sqxv7m8z,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.583454+00:00,1,,,2874,2,12,4,8,ASYM,L,U,13,60,90,465,16,60,7,U,L,26,vlj2jext,,,,,,0
13,0cg6wyyo,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.690149+00:00,1,,,2940,1,13,4,8,ASYM,U,L,12,90,60,565,16,90,7,U,L,26,vlj2jext,,,,,,0
14,e5ou5lf7,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.795538+00:00,1,,,2402,2,14,4,8,ASYM,L,U,11,60,90,635,16,60,6,U,L,26,vlj2jext,,,,,,0
15,sfdf8wiy,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.903589+00:00,1,,,2905,1,15,4,8,ASYM,D,M,16,65,15,400,16,65,8,D,M,26,vlj2jext,,,,,,0
16,aq7wbfkh,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.009148+00:00,1,,,3480,2,16,4,8,ASYM,M,D,15,15,65,286,16,15,8,D,M,26,vlj2jext,,,,,,0
17,9769ts6q,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:49.122042+00:00,1,,,2700,1,17,4,8,ASYM,M,M,18,55,48,310,16,55,9,M,M,26,vlj2jext,,,,,,0
18,kgzyw40x,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.228480+00:00,1,,,2611,2,18,4,8,ASYM,M,M,17,48,55,466,16,48,9,M,M,26,vlj2jext,,,,,,0
19,15ng2e1g,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:49.339683+00:00,1,,,2585,1,19,4,8,ASYM,D,M,20,65,15,375,16,65,10,D,M,26,vlj2jext,,,,,,0
20,swgwmg1d,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.507912+00:00,1,,,2538,2,20,4,8,ASYM,M,D,19,15,65,353,16,15,10,D,M,26,vlj2jext,,,,,,0
1,wd0w3zdl,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.335889+00:00,1,,,3480,1,1,4,9,ASYM,D,L,4,100,0,540,1,100,1,D,L,27,vlj2jext,,,,,,0
2,dip77cl2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.449765+00:00,1,,,2963,2,2,4,9,ASYM,R,U,7,100,0,335,1,100,4,U,R,27,vlj2jext,,,,,,0
3,ptysbdci,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.554200+00:00,1,,,3065,1,3,4,9,ASYM,M,R,10,15,65,480,1,15,2,M,R,27,vlj2jext,,,,,,0
4,nkgl49v2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.658469+00:00,1,,,2710,2,4,4,9,ASYM,L,D,1,0,100,380,1,0,1,D,L,27,vlj2jext,,,,,,0
5,nwm3d3v7,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.765064+00:00,1,,,2895,1,5,4,9,ASYM,D,M,8,65,15,580,1,65,3,D,M,27,vlj2jext,,,,,,0
6,bvp4wueg,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.875131+00:00,1,,,2243,2,6,4,9,ASYM,M,M,9,48,55,444,1,48,5,M,M,27,vlj2jext,,,,,,0
7,a3k8xs48,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.986217+00:00,1,,,3405,1,7,4,9,ASYM,U,R,2,0,100,580,1,0,4,U,R,27,vlj2jext,,,,,,0
8,fzky02oy,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.091553+00:00,1,,,2418,2,8,4,9,ASYM,M,D,5,15,65,278,1,15,3,D,M,27,vlj2jext,,,,,,0
9,kpllf1qp,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.246196+00:00,1,,,2880,1,9,4,9,ASYM,M,M,6,55,48,460,1,55,5,M,M,27,vlj2jext,,,,,,0
10,wznip3mh,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.356651+00:00,1,,,2460,2,10,4,9,ASYM,R,M,3,65,15,378,1,65,2,M,R,27,vlj2jext,,,,,,0
11,9yb5hw6j,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.465826+00:00,1,,,2895,1,11,4,9,ASYM,M,L,14,95,30,340,1,95,6,M,L,27,vlj2jext,,,,,,0
12,sqxv7m8z,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.583454+00:00,1,,,2874,2,12,4,9,ASYM,M,D,13,15,65,480,1,15,7,D,M,27,vlj2jext,,,,,,0
13,0cg6wyyo,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.690149+00:00,1,,,2940,1,13,4,9,ASYM,D,M,12,65,15,630,1,65,7,D,M,27,vlj2jext,,,,,,0
14,e5ou5lf7,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.795538+00:00,1,,,2402,2,14,4,9,ASYM,L,M,11,30,95,665,1,30,6,M,L,27,vlj2jext,,,,,,0
15,sfdf8wiy,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.903589+00:00,1,,,2905,1,15,4,9,ASYM,D,R,16,30,30,430,1,30,8,D,R,27,vlj2jext,,,,,,0
